termo,df_estimado,idf
afford miss,13,9.180740954595027
affordable,16,8.98658494015407
afforded,24,8.600922459342085
affords,16,8.98658494015407
afghan,24,8.600922459342085
afghanistan,76,7.475992862356602
afi,23,8.64174445386234
aficionado,31,8.354062381410559
aficionados,35,8.236279345754177
afloat,35,8.236279345754177
afoot,20,8.775275846486863
aforementioned,234,6.360212770066127
afoul,26,8.523961418205957
afraid,597,5.426207530259654
africa,277,6.192177170519649
african,279,6.185008681041036
african american,57,7.759355273663867
african americans,25,8.561701746188803
africanamerican,94,7.265921392609745
africanamericans,22,8.684304068281136
africans,35,8.236279345754177
afro,26,8.523961418205957
afroamerican,13,9.180740954595027
afroreggae,5,10.028038814982231
afterall,23,8.64174445386234
afterlife,46,7.969650682500228
aftermath,99,7.214628098222194
afternoon,311,6.0767950964008035
afternoons,20,8.775275846486863
afterschool,20,8.775275846486863
afterschool special,14,9.111748083108075
aftertaste,19,8.824066010656296
afterthought,53,7.8308142376460115
afterward,125,6.983516377258808
afterwords,25,8.561701746188803
agar,11,9.334891634422286
agatha,45,7.991156887721191
agatha christie,25,8.561701746188803
age,1659,4.405225402859697
age difference,18,8.875359305043844
age film,37,8.1822121244839
age group,33,8.293437759594124
age movie,20,8.775275846486863
age old,14,9.111748083108075
age story,23,8.64174445386234
aged,255,6.274620839730724
ageing,23,8.64174445386234
agencies,25,8.561701746188803
agency,104,7.165837934052762
agenda,143,6.849984984634285
agendas,23,8.64174445386234
agent,570,5.4724090745542755
agents,188,6.578051269150643
ageold,26,8.523961418205957
ages,436,5.739865089114696
aggravating,26,8.523961418205957
aggression,47,7.948597273302394
aggressive,99,7.214628098222194
aggressively,26,8.523961418205957
aghast,22,8.684304068281136
aging,193,6.551940125146958
agitated,15,9.047209561970504
agnes,43,8.035608650292025
ago,1879,4.280771228386291
ago film,22,8.684304068281136
ago just,17,8.92942652631412
ago movie,23,8.64174445386234
ago remember,22,8.684304068281136
ago saw,35,8.236279345754177
ago thought,22,8.684304068281136
ago time,17,8.92942652631412
ago watched,21,8.72875583085197
agonizing,49,7.90777527878214
agonizingly,21,8.72875583085197
agony,96,7.245087305706903
agree,1083,4.831385102210694
agree comment,20,8.775275846486863
agree comments,30,8.38581107972514
agree film,22,8.684304068281136
agree movie,33,8.293437759594124
agree previous,26,8.523961418205957
agree reviewer,21,8.72875583085197
agreeable,20,8.775275846486863
agreed,207,6.482260204508968
agreeing,42,8.058598168516724
agreement,64,7.645411014314648
agrees,185,6.594051610497084
agrees help,15,9.047209561970504
ah,193,6.551940125146958
aha,15,9.047209561970504
ahead,717,5.243328715162061
ahead make,16,8.98658494015407
ahead time,126,6.975611197751695
ahead watch,29,8.41860090254813
ahem,42,8.058598168516724
ahh,19,8.824066010656296
ahmad,12,9.25484892674875
ahole,20,8.775275846486863
ai,27,8.487593774035082
aid,181,6.615791597133491
aidan,23,8.64174445386234
aidan quinn,16,8.98658494015407
aide,29,8.41860090254813
aided,92,7.28719879105703
aiden,15,9.047209561970504
aiding,15,9.047209561970504
aids,107,7.137667057086066
aiello,28,8.452502454223811
ailing,40,8.106226217505977
aim,138,6.885324351079594
aimed,226,6.394848266728883
aimee,23,8.64174445386234
aiming,99,7.214628098222194
aimless,61,7.692663899165194
aimlessly,53,7.8308142376460115
aims,63,7.660915200850614
aint,363,5.9226444165735455
aint bad,26,8.523961418205957
air,1032,4.879575815090647
air balloon,14,9.111748083108075
air bud,9,9.517213191216241
air force,78,7.4503504317432645
air raid,15,9.047209561970504
air time,16,8.98658494015407
aircraft,84,7.377147027719969
aired,271,6.213996217914288
airhead,23,8.64174445386234
airing,67,7.600290579034179
airline,33,8.293437759594124
airliner,16,8.98658494015407
airplane,192,6.5571080953054
airplanes,33,8.293437759594124
airport,148,6.815851978264827
airs,30,8.38581107972514
airwaves,18,8.875359305043844
airwolf,8,9.622573706874066
aishwarya,16,8.98658494015407
aishwarya rai,11,9.334891634422286
aisle,18,8.875359305043844
aisles,18,8.875359305043844
aj,16,8.98658494015407
ajay,32,8.323290722743806
ajay devgan,21,8.72875583085197
ak,19,8.824066010656296
aka,403,5.8183834062491355
akasha,7,9.74035674253045
akhnaton,6,9.873888135154973
akin,119,7.03230654142824
akira,31,8.354062381410559
akshay,66,7.615105664819319
akshay kumar,44,8.013135794439966
akshaye,19,8.824066010656296
al,420,5.777165450527904
al adamson,16,8.98658494015407
al gore,22,8.684304068281136
al pacino,119,7.03230654142824
ala,93,7.276503501940282
alabama,36,8.20888037156606
aladdin,15,9.047209561970504
alain,54,7.812465098977815
alain delon,26,8.523961418205957
alamo,15,9.047209561970504
alan,421,5.774792970174274
alan arkin,36,8.20888037156606
alan bates,17,8.92942652631412
alan cumming,18,8.875359305043844
alan curtis,14,9.111748083108075
alan hale,24,8.600922459342085
alan rickman,38,8.156236638080639
alans,12,9.25484892674875
alarm,58,7.742260840304566
alarming,42,8.058598168516724
alarms,18,8.875359305043844
alas,281,6.177891213272172
alaska,30,8.38581107972514
alastair,25,8.561701746188803
alastair sim,15,9.047209561970504
alba,41,8.082128665926916
albeit,306,6.092950536623088
albert,287,6.15683780407434
albert brooks,30,8.38581107972514
albert einstein,14,9.111748083108075
albert finney,43,8.035608650292025
albert hall,22,8.684304068281136
albert pyun,19,8.824066010656296
alberto,26,8.523961418205957
alberts,14,9.111748083108075
album,151,6.7959177633640095
albums,51,7.868554565628858
alcatraz,18,8.875359305043844
alcohol,146,6.82936569743155
alcoholic,153,6.7828456817966565
alcoholics,15,9.047209561970504
alcoholism,49,7.90777527878214
alda,13,9.180740954595027
aldo,13,9.180740954595027
ale,11,9.334891634422286
alec,115,7.0662080931039215
alec baldwin,50,7.88797265148596
alec guinness,34,8.264450222720871
alejandro,53,7.8308142376460115
alert,168,6.6898995692872125
alex,269,6.221376325211911
alexander,177,6.638014733918201
alexander nevsky,16,8.98658494015407
alexanders,13,9.180740954595027
alexandra,71,7.543132165194231
alexandra paul,12,9.25484892674875
alexandra staden,15,9.047209561970504
alexandre,28,8.452502454223811
alexis,29,8.41860090254813
alexis smith,14,9.111748083108075
alexs,26,8.523961418205957
alfonso,17,8.92942652631412
alfre,26,8.523961418205957
alfre woodard,22,8.684304068281136
alfred,179,6.626841433320076
alfred hitchcock,64,7.645411014314648
alfred hitchcocks,38,8.156236638080639
alfred molina,17,8.92942652631412
algiers,8,9.622573706874066
ali,89,7.319988613880021
ali khan,11,9.334891634422286
alias,33,8.293437759594124
alibi,34,8.264450222720871
alice,261,6.2514537804491885
alice cooper,13,9.180740954595027
alice krige,22,8.684304068281136
alice wonderland,33,8.293437759594124
alices,31,8.354062381410559
alicia,50,7.88797265148596
alicia silverstone,15,9.047209561970504
alien,570,5.4724090745542755
alien invasion,13,9.180740954595027
alien predator,16,8.98658494015407
alien vs,14,9.111748083108075
alienate,31,8.354062381410559
alienate people,13,9.180740954595027
alienated,45,7.991156887721191
alienating,29,8.41860090254813
alienation,56,7.776747016375736
aliens,346,5.970473504263427
alike,228,6.386076280656046
alison,58,7.742260840304566
alisons,8,9.622573706874066
alist,42,8.058598168516724
alistair,14,9.111748083108075
alive,889,5.0285768214841005
alive today,17,8.92942652631412
allah,10,9.421903011411915
allamerican,42,8.058598168516724
allan,63,7.660915200850614
allaround,36,8.20888037156606
allegations,12,9.25484892674875
alleged,85,7.365450987956778
allegedly,80,7.425349129537847
allegiance,17,8.92942652631412
allegorical,30,8.38581107972514
allegory,62,7.676663557818753
allegra,12,9.25484892674875
allen,334,6.005667752385219
allen poe,23,8.64174445386234
allens,67,7.600290579034179
allergic,30,8.38581107972514
alleviate,15,9.047209561970504
alley,110,7.110268082897952
alley cat,11,9.334891634422286
alleys,22,8.684304068281136
alliance,49,7.90777527878214
alliances,19,8.824066010656296
allied,51,7.868554565628858
allies,68,7.585691779613026
alligator,30,8.38581107972514
allimportant,14,9.111748083108075
allinall,25,8.561701746188803
allison,44,8.013135794439966
allot,13,9.180740954595027
allout,34,8.264450222720871
allow,580,5.455047527358374
allowed,652,5.338221154933855
allowed make,18,8.875359305043844
allowing,239,6.339159360868295
allows,433,5.746753750109881
allows viewer,16,8.98658494015407
allstar,67,7.600290579034179
allstar cast,39,8.130918830096348
allthe,22,8.684304068281136
alltime,221,6.417120902338007
alltime favorite,57,7.759355273663867
alltime favorites,24,8.600922459342085
alluded,31,8.354062381410559
alludes,16,8.98658494015407
allure,40,8.106226217505977
alluring,62,7.676663557818753
allusion,31,8.354062381410559
allusions,41,8.082128665926916
ally,77,7.463089457520694
ally sheedy,12,9.25484892674875
allyson,15,9.047209561970504
alma,14,9.111748083108075
almasy,7,9.74035674253045
almighty,68,7.585691779613026
almodovar,18,8.875359305043844
almodovars,12,9.25484892674875
alongside,182,6.610312131368865
alonso,13,9.180740954595027
aloof,49,7.90777527878214
alot,71,7.543132165194231
aloud,38,8.156236638080639
alpha,46,7.969650682500228
alphabet,18,8.875359305043844
alps,14,9.111748083108075
alright,330,6.017679908833223
als,24,8.600922459342085
altar,34,8.264450222720871
alter,90,7.308938777693435
alter ego,35,8.236279345754177
alterations,14,9.111748083108075
altered,114,7.074866155847036
alterego,29,8.41860090254813
altering,33,8.293437759594124
alternate,143,6.849984984634285
alternate title,21,8.72875583085197
alternately,50,7.88797265148596
alternates,21,8.72875583085197
alternating,32,8.323290722743806
alternative,178,6.632412478369531
alters,20,8.775275846486863
altman,84,7.377147027719969
altmans,45,7.991156887721191
altogether,244,6.318540073665559
altruistic,14,9.111748083108075
aluminum,17,8.92942652631412
alumni,18,8.875359305043844
alvin,46,7.969650682500228
alyson,7,9.74035674253045
alyssa,14,9.111748083108075
alzheimers,13,9.180740954595027
amadeus,27,8.487593774035082
amalgam,16,8.98658494015407
amanda,166,6.701804471793531
amanda bynes,40,8.106226217505977
amanda peet,17,8.92942652631412
amants,12,9.25484892674875
amar,14,9.111748083108075
amateur,353,5.950501371076512
amateur actors,15,9.047209561970504
amateur film,15,9.047209561970504
amateurish,413,5.793932310384972
amateurish acting,23,8.64174445386234
amateurishly,22,8.684304068281136
amateurs,71,7.543132165194231
amaze,42,8.058598168516724
amazed,340,5.987915806926769
amazed movie,16,8.98658494015407
amazement,37,8.1822121244839
amazes,53,7.8308142376460115
amazing,2131,4.15498249892455
amazing ability,17,8.92942652631412
amazing acting,20,8.775275846486863
amazing actors,15,9.047209561970504
amazing amazing,12,9.25484892674875
amazing cast,21,8.72875583085197
amazing film,86,7.353890165555702
amazing job,50,7.88797265148596
amazing just,14,9.111748083108075
amazing look,13,9.180740954595027
amazing movie,71,7.543132165194231
amazing mr,10,9.421903011411915
amazing music,15,9.047209561970504
amazing performance,35,8.236279345754177
amazing performances,18,8.875359305043844
amazing plot,15,9.047209561970504
amazing special,14,9.111748083108075
amazing stories,13,9.180740954595027
amazing story,29,8.41860090254813
amazing talent,14,9.111748083108075
amazing thing,20,8.775275846486863
amazing time,14,9.111748083108075
amazing watch,20,8.775275846486863
amazingly,367,5.911715346041355
amazingly bad,16,8.98658494015407
amazon,106,7.146969449748379
amazon reviewer,23,8.64174445386234
amazoncom,26,8.523961418205957
ambassador,27,8.487593774035082
amber,52,7.849506370658164
ambiance,69,7.571303042160927
ambient,31,8.354062381410559
ambiguities,18,8.875359305043844
ambiguity,91,7.2980097071612455
ambiguous,143,6.849984984634285
ambition,134,6.914523505771856
ambitions,81,7.413079036946033
ambitious,243,6.322630058917084
ambivalence,16,8.98658494015407
ambivalent,19,8.824066010656296
ambrose,10,9.421903011411915
ambulance,33,8.293437759594124
ambush,26,8.523961418205957
ambushed,19,8.824066010656296
amc,26,8.523961418205957
ameche,21,8.72875583085197
amelia,15,9.047209561970504
amelie,23,8.64174445386234
amen,18,8.875359305043844
amenabar,17,8.92942652631412
amends,17,8.92942652631412
amenábar,8,9.622573706874066
america,1032,4.879575815090647
american,3133,3.7697328612943197
american accent,25,8.561701746188803
american accents,16,8.98658494015407
american actors,40,8.106226217505977
american actress,15,9.047209561970504
american audience,28,8.452502454223811
american audiences,59,7.725453721988185
american beauty,53,7.8308142376460115
american cinema,61,7.692663899165194
american civil,23,8.64174445386234
american culture,25,8.561701746188803
american dream,37,8.1822121244839
american family,40,8.106226217505977
american film,92,7.28719879105703
american films,61,7.692663899165194
american flag,18,8.875359305043844
american gothic,12,9.25484892674875
american graffiti,22,8.684304068281136
american hero,16,8.98658494015407
american history,61,7.692663899165194
american horror,21,8.72875583085197
american idol,29,8.41860090254813
american indian,13,9.180740954595027
american indians,15,9.047209561970504
american life,14,9.111748083108075
american military,17,8.92942652631412
american movie,70,7.5571184071689705
american movies,53,7.8308142376460115
american ninja,13,9.180740954595027
